FEN,Evaluation
rnbq1rk1/4ppbp/p1pp1np1/1p1P2N1/4P2Q/2N5/PPP2PPP/R1B1KB1R b KQ - 1 9,"{'type': 'cp', 'value': -192}"
rnbq1rk1/4ppb1/p1pp1npp/1p1P2N1/4P2Q/2N5/PPP2PPP/R1B1KB1R w KQ - 0 10,"{'type': 'cp', 'value': -171}"
rnbq1rk1/4ppb1/p1pp1npp/1p1P4/4P2Q/2N2N2/PPP2PPP/R1B1KB1R b KQ - 1 10,"{'type': 'cp', 'value': -206}"
rnbq1rk1/4ppb1/p1pp1n1p/1p1P2p1/4P2Q/2N2N2/PPP2PPP/R1B1KB1R w KQ - 0 11,"{'type': 'cp', 'value': -184}"
rnbq1rk1/4ppb1/p1pp1n1p/1p1P2Q1/4P3/2N2N2/PPP2PPP/R1B1KB1R b KQ - 0 11,"{'type': 'cp', 'value': -596}"
rnbq1rk1/4ppb1/p1pp1n2/1p1P2p1/4P3/2N2N2/PPP2PPP/R1B1KB1R w KQ - 0 12,"{'type': 'cp', 'value': -565}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 35}"
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 42}"
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"{'type': 'cp', 'value': 28}"
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,"{'type': 'cp', 'value': 31}"
rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"{'type': 'cp', 'value': 3}"
rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,"{'type': 'cp', 'value': 40}"
rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,"{'type': 'cp', 'value': 42}"
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,"{'type': 'cp', 'value': 51}"
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,"{'type': 'cp', 'value': 51}"
rnbqkb1r/pp2pp1p/3p1np1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,"{'type': 'cp', 'value': 51}"
rnbqkb1r/pp2pp1p/3p1np1/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 6,"{'type': 'cp', 'value': 31}"
rnbqk2r/pp2ppbp/3p1np1/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 2 7,"{'type': 'cp', 'value': 31}"
rnbqk2r/pp2ppbp/3p1Bp1/8/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 0 7,"{'type': 'cp', 'value': -64}"
rnbqk2r/pp2pp1p/3p1bp1/8/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 8,"{'type': 'cp', 'value': -61}"
rnbqk2r/pp2pp1p/3p1bp1/1B6/3NP3/2N5/PPP2PPP/R2QK2R b KQkq - 1 8,"{'type': 'cp', 'value': -56}"
rn1qk2r/pp1bpp1p/3p1bp1/1B6/3NP3/2N5/PPP2PPP/R2QK2R w KQkq - 2 9,"{'type': 'cp', 'value': -67}"
rn1qk2r/pp1Bpp1p/3p1bp1/8/3NP3/2N5/PPP2PPP/R2QK2R b KQkq - 0 9,"{'type': 'cp', 'value': -66}"
r2qk2r/pp1npp1p/3p1bp1/8/3NP3/2N5/PPP2PPP/R2QK2R w KQkq - 0 10,"{'type': 'cp', 'value': -58}"
r2qk2r/pp1npp1p/3p1bp1/8/3NP3/2N5/PPP2PPP/R2Q1RK1 b kq - 1 10,"{'type': 'cp', 'value': -98}"
r2qk2r/pp1npp1p/3p2p1/8/3bP3/2N5/PPP2PPP/R2Q1RK1 w kq - 0 11,"{'type': 'cp', 'value': 37}"
r2qk2r/pp1npp1p/3p2p1/8/3QP3/2N5/PPP2PPP/R4RK1 b kq - 0 11,"{'type': 'cp', 'value': 19}"
r2q1rk1/pp1npp1p/3p2p1/8/3QP3/2N5/PPP2PPP/R4RK1 w - - 1 12,"{'type': 'cp', 'value': 23}"
r2q1rk1/pp1npp1p/3p2p1/8/3QP3/2N2P2/PPP3PP/R4RK1 b - - 0 12,"{'type': 'cp', 'value': -29}"
r4rk1/pp1npp1p/1q1p2p1/8/3QP3/2N2P2/PPP3PP/R4RK1 w - - 1 13,"{'type': 'cp', 'value': -19}"
r4rk1/pp1npp1p/1Q1p2p1/8/4P3/2N2P2/PPP3PP/R4RK1 b - - 0 13,"{'type': 'cp', 'value': -11}"
r4rk1/pp2pp1p/1n1p2p1/8/4P3/2N2P2/PPP3PP/R4RK1 w - - 0 14,"{'type': 'cp', 'value': -16}"
r4rk1/pp2pp1p/1n1p2p1/3N4/4P3/5P2/PPP3PP/R4RK1 b - - 1 14,"{'type': 'cp', 'value': -23}"
r4rk1/pp2pp1p/3p2p1/3n4/4P3/5P2/PPP3PP/R4RK1 w - - 0 15,"{'type': 'cp', 'value': -33}"
r4rk1/pp2pp1p/3p2p1/3P4/8/5P2/PPP3PP/R4RK1 b - - 0 15,"{'type': 'cp', 'value': -31}"
2r2rk1/pp2pp1p/3p2p1/3P4/8/5P2/PPP3PP/R4RK1 w - - 1 16,"{'type': 'cp', 'value': -13}"
2r2rk1/pp2pp1p/3p2p1/3P4/8/2P2P2/PP4PP/R4RK1 b - - 0 16,"{'type': 'cp', 'value': -29}"
5rk1/pp2pp1p/3p2p1/2rP4/8/2P2P2/PP4PP/R4RK1 w - - 1 17,"{'type': 'cp', 'value': -22}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 35}"
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 42}"
rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,"{'type': 'cp', 'value': 37}"
rnbqkbnr/pp2pppp/3p4/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,"{'type': 'cp', 'value': 44}"
rnbqkbnr/pp2pppp/3p4/2p5/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 3,"{'type': 'cp', 'value': 11}"
rnbqkb1r/pp2pppp/3p1n2/2p5/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 2 4,"{'type': 'cp', 'value': 20}"
rnbqkb1r/pp2pppp/3p1n2/2p5/2B1P3/2N5/PPPPQPPP/R1B1K1NR b KQkq - 3 4,"{'type': 'cp', 'value': -22}"
rnbqkb1r/pp2pp1p/3p1np1/2p5/2B1P3/2N5/PPPPQPPP/R1B1K1NR w KQkq - 0 5,"{'type': 'cp', 'value': -15}"
rnbqkb1r/pp2pp1p/3p1np1/2p1P3/2B5/2N5/PPPPQPPP/R1B1K1NR b KQkq - 0 5,"{'type': 'cp', 'value': -6}"
rnbqkb1r/pp2pp1p/5np1/2p1p3/2B5/2N5/PPPPQPPP/R1B1K1NR w KQkq - 0 6,"{'type': 'cp', 'value': -7}"
rnbqkb1r/pp2pp1p/5np1/2p1Q3/2B5/2N5/PPPP1PPP/R1B1K1NR b KQkq - 0 6,"{'type': 'cp', 'value': -58}"
rnb1kb1r/pp2pp1p/5np1/2p1Q3/2Bq4/2N5/PPPP1PPP/R1B1K1NR w KQkq - 1 7,"{'type': 'cp', 'value': 137}"
rnb1kb1r/pp2pp1p/5np1/1Bp1Q3/3q4/2N5/PPPP1PPP/R1B1K1NR b KQkq - 2 7,"{'type': 'cp', 'value': -11}"
rn2kb1r/pp1bpp1p/5np1/1Bp1Q3/3q4/2N5/PPPP1PPP/R1B1K1NR w KQkq - 3 8,"{'type': 'cp', 'value': 18}"
rn2kb1r/pp1Bpp1p/5np1/2p1Q3/3q4/2N5/PPPP1PPP/R1B1K1NR b KQkq - 0 8,"{'type': 'cp', 'value': 12}"
r3kb1r/pp1npp1p/5np1/2p1Q3/3q4/2N5/PPPP1PPP/R1B1K1NR w KQkq - 0 9,"{'type': 'cp', 'value': 14}"
r3kb1r/pp1npp1p/5np1/2p1Q3/3q1P2/2N5/PPPP2PP/R1B1K1NR b KQkq - 0 9,"{'type': 'cp', 'value': -599}"
r3kb1r/pp2pp1p/5np1/2p1n3/3q1P2/2N5/PPPP2PP/R1B1K1NR w KQkq - 0 10,"{'type': 'cp', 'value': -612}"
r3kb1r/pp2pp1p/5np1/2p1P3/3q4/2N5/PPPP2PP/R1B1K1NR b KQkq - 0 10,"{'type': 'cp', 'value': -615}"
r3kb1r/pp2pp1p/5np1/2p1q3/8/2N5/PPPP2PP/R1B1K1NR w KQkq - 0 11,"{'type': 'cp', 'value': -612}"
r3kb1r/pp2pp1p/5np1/2p1q3/8/2N5/PPPPN1PP/R1B1K2R b KQkq - 1 11,"{'type': 'cp', 'value': -606}"
r3kb1r/pp2pp1p/6p1/2p1q3/4n3/2N5/PPPPN1PP/R1B1K2R w KQkq - 2 12,"{'type': 'cp', 'value': -607}"
r3kb1r/pp2pp1p/6p1/2p1q3/4N3/8/PPPPN1PP/R1B1K2R b KQkq - 0 12,"{'type': 'cp', 'value': -649}"
r3kb1r/pp2pp1p/6p1/2p5/4q3/8/PPPPN1PP/R1B1K2R w KQkq - 0 13,"{'type': 'cp', 'value': -676}"
r3kb1r/pp2pp1p/6p1/2p5/4q3/8/PPPPN1PP/R1B2RK1 b kq - 1 13,"{'type': 'cp', 'value': -668}"
r3kb1r/pp2pp1p/6p1/2p5/8/8/PPqPN1PP/R1B2RK1 w kq - 0 14,"{'type': 'cp', 'value': -621}"
r3kb1r/pp2pp1p/6p1/2p5/5N2/8/PPqP2PP/R1B2RK1 b kq - 1 14,"{'type': 'cp', 'value': -658}"
r3k2r/pp2pp1p/6pb/2p5/5N2/8/PPqP2PP/R1B2RK1 w kq - 2 15,"{'type': 'cp', 'value': -596}"
r3k2r/pp2pp1p/6pb/2pN4/8/8/PPqP2PP/R1B2RK1 b kq - 3 15,"{'type': 'cp', 'value': -525}"
2r1k2r/pp2pp1p/6pb/2pN4/8/8/PPqP2PP/R1B2RK1 w k - 4 16,"{'type': 'cp', 'value': -524}"
2r1k2r/pp2pp1p/6pb/2pN4/1P6/8/P1qP2PP/R1B2RK1 b k - 0 16,"{'type': 'cp', 'value': -649}"
2r1k2r/pp2pp1p/6p1/2pN4/1P6/8/P1qb2PP/R1B2RK1 w k - 0 17,"{'type': 'cp', 'value': -563}"
2r1k2r/pp2pp1p/6p1/1PpN4/8/8/P1qb2PP/R1B2RK1 b k - 0 17,"{'type': 'cp', 'value': -563}"
2r1k2r/pp2pp1p/6p1/1PpN4/8/8/P1q3PP/R1b2RK1 w k - 0 18,"{'type': 'cp', 'value': -522}"
2r1k2r/pp2pp1p/6p1/1PpN4/8/8/P1q3PP/2R2RK1 b k - 0 18,"{'type': 'cp', 'value': -513}"
2r1k2r/pp2pp1p/6p1/1PpN4/8/8/q5PP/2R2RK1 w k - 0 19,"{'type': 'cp', 'value': -550}"
2r1k2r/pp2pp1p/1P4p1/2pN4/8/8/q5PP/2R2RK1 b k - 0 19,"{'type': 'cp', 'value': -572}"
2r1k2r/pp2pp1p/1P4p1/2pq4/8/8/6PP/2R2RK1 w k - 0 20,"{'type': 'cp', 'value': -721}"
2r1k2r/Pp2pp1p/6p1/2pq4/8/8/6PP/2R2RK1 b k - 0 20,"{'type': 'cp', 'value': -682}"
2r1k2r/Pp2pp1p/6p1/2p5/3q4/8/6PP/2R2RK1 w k - 1 21,"{'type': 'cp', 'value': -657}"
2r1k2r/Pp2pp1p/6p1/2p5/3q4/8/6PP/2R2R1K b k - 2 21,"{'type': 'cp', 'value': -643}"
2r1k2r/Pp3p1p/6p1/2p1p3/3q4/8/6PP/2R2R1K w k - 0 22,"{'type': 'cp', 'value': -590}"
2r1k2r/Pp3p1p/6p1/2p1p3/3q4/8/6PP/R4R1K b k - 1 22,"{'type': 'cp', 'value': -705}"
2r2rk1/Pp3p1p/6p1/2p1p3/3q4/8/6PP/R4R1K w - - 2 23,"{'type': 'cp', 'value': -627}"
2r2rk1/Pp3p1p/6p1/2p1p3/3q4/8/6PP/RR5K b - - 3 23,"{'type': 'cp', 'value': -723}"
2r2rk1/Pp1q1p1p/6p1/2p1p3/8/8/6PP/RR5K w - - 4 24,"{'type': 'cp', 'value': -633}"
2r2rk1/Pp1q1p1p/6p1/2p1p3/8/6P1/7P/RR5K b - - 0 24,"{'type': 'cp', 'value': -719}"
2r2rk1/Pp3p1p/2q3p1/2p1p3/8/6P1/7P/RR5K w - - 1 25,"{'type': 'cp', 'value': -719}"
2r2rk1/Pp3p1p/2q3p1/2p1p3/8/6P1/7P/RR4K1 b - - 2 25,"{'type': 'cp', 'value': -690}"
2r2rk1/Pp3p1p/2q3p1/4p3/2p5/6P1/7P/RR4K1 w - - 0 26,"{'type': 'cp', 'value': -730}"
2r2rk1/Pp3p1p/2q3p1/4p3/2p5/6P1/7P/R3R1K1 b - - 1 26,"{'type': 'cp', 'value': -749}"
2r2rk1/Pp3p1p/6p1/2q1p3/2p5/6P1/7P/R3R1K1 w - - 2 27,"{'type': 'cp', 'value': -788}"
2r2rk1/Pp3p1p/6p1/2q1p3/2p5/6P1/7P/R3RK2 b - - 3 27,"{'type': 'cp', 'value': -746}"
r4rk1/Pp3p1p/6p1/2q1p3/2p5/6P1/7P/R3RK2 w - - 4 28,"{'type': 'cp', 'value': -730}"
r4rk1/Pp3p1p/6p1/2q1p3/2p5/6P1/7P/RR3K2 b - - 5 28,"{'type': 'cp', 'value': -693}"
5rk1/rp3p1p/6p1/2q1p3/2p5/6P1/7P/RR3K2 w - - 0 29,"{'type': 'cp', 'value': -805}"
5rk1/Rp3p1p/6p1/2q1p3/2p5/6P1/7P/1R3K2 b - - 0 29,"{'type': 'cp', 'value': -808}"
5rk1/qp3p1p/6p1/4p3/2p5/6P1/7P/1R3K2 w - - 0 30,"{'type': 'cp', 'value': -804}"
5rk1/qp3p1p/6p1/4p3/2p5/6P1/7P/3R1K2 b - - 1 30,"{'type': 'cp', 'value': -803}"
5rk1/1p3p1p/6p1/4p3/q1p5/6P1/7P/3R1K2 w - - 2 31,"{'type': 'cp', 'value': -775}"
5rk1/1p3p1p/6p1/3Rp3/q1p5/6P1/7P/5K2 b - - 3 31,"{'type': 'cp', 'value': -853}"
5rk1/1p3p1p/6p1/3Rp3/q7/2p3P1/7P/5K2 w - - 0 32,"{'type': 'cp', 'value': -818}"
5rk1/1p3p1p/6p1/3Rp3/q7/2p3P1/7P/4K3 b - - 1 32,"{'type': 'cp', 'value': -868}"
5rk1/1p3p1p/6p1/3Rp3/q7/6P1/2p4P/4K3 w - - 0 33,"{'type': 'cp', 'value': -1078}"
5rk1/1p3p1p/6p1/3Rp3/q7/6P1/2pK3P/8 b - - 1 33,"{'type': 'mate', 'value': -7}"
5rk1/1p3p1p/6p1/3Rp3/8/1q4P1/2pK3P/8 w - - 2 34,"{'type': 'cp', 'value': -1065}"
5rk1/1p3p1p/6p1/4R3/8/1q4P1/2pK3P/8 b - - 0 34,"{'type': 'mate', 'value': -6}"
5rk1/1p3p1p/6p1/4R3/8/6P1/1qpK3P/8 w - - 1 35,"{'type': 'mate', 'value': -4}"
5rk1/1p3p1p/6p1/8/8/6P1/1qpK3P/4R3 b - - 2 35,"{'type': 'mate', 'value': -4}"
5rk1/1p3p1p/6p1/8/8/6P1/1q1K3P/2q1R3 w - - 0 36,"{'type': 'mate', 'value': -3}"
5rk1/1p3p1p/6p1/8/8/3K2P1/1q5P/2q1R3 b - - 1 36,"{'type': 'mate', 'value': -3}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 35}"
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 61}"
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,"{'type': 'cp', 'value': 69}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 23}"
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 44}"
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,"{'type': 'cp', 'value': 35}"
rnb1kbnr/pppp1ppp/4p3/8/3PP2q/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,"{'type': 'cp', 'value': 168}"
rnb1kbnr/pppp1ppp/4p3/8/3PP2q/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3,"{'type': 'cp', 'value': 176}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 11}"
rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 23}"
rnbqkbnr/pppp1ppp/8/4p3/2P5/1P6/P2PPPPP/RNBQKBNR b KQkq - 0 2,"{'type': 'cp', 'value': -36}"
rnbqkbnr/ppp2ppp/8/3pp3/2P5/1P6/P2PPPPP/RNBQKBNR w KQkq - 0 3,"{'type': 'cp', 'value': 10}"
rnbqkbnr/ppp2ppp/8/3pp3/2P5/1P6/PB1PPPPP/RN1QKBNR b KQkq - 1 3,"{'type': 'cp', 'value': -85}"
rnbqkbnr/ppp2ppp/8/3p4/2P1p3/1P6/PB1PPPPP/RN1QKBNR w KQkq - 0 4,"{'type': 'cp', 'value': 52}"
rnbqkbnr/ppp2ppp/8/3p4/2PPp3/1P6/PB2PPPP/RN1QKBNR b KQkq d3 0 4,"{'type': 'cp', 'value': -72}"
rnbqkbnr/ppp2ppp/8/3p4/2P5/1P1p4/PB2PPPP/RN1QKBNR w KQkq - 0 5,"{'type': 'cp', 'value': 3}"
rnbqkbnr/ppp2ppp/8/3p4/2P5/1P1Q4/PB2PPPP/RN2KBNR b KQkq - 0 5,"{'type': 'cp', 'value': -3}"
rnbqkb1r/ppp2ppp/5n2/3p4/2P5/1P1Q4/PB2PPPP/RN2KBNR w KQkq - 1 6,"{'type': 'cp', 'value': 25}"
rnbqkb1r/ppp2ppp/5n2/3pB3/2P5/1P1Q4/P3PPPP/RN2KBNR b KQkq - 2 6,"{'type': 'cp', 'value': -335}"
rnbqkb1r/ppp2ppp/5n2/4B3/2p5/1P1Q4/P3PPPP/RN2KBNR w KQkq - 0 7,"{'type': 'cp', 'value': -145}"
rnbqkb1r/ppp2ppp/5n2/4B3/2P5/3Q4/P3PPPP/RN2KBNR b KQkq - 0 7,"{'type': 'cp', 'value': -190}"
rnbqk2r/ppp2ppp/5n2/4B3/1bP5/3Q4/P3PPPP/RN2KBNR w KQkq - 1 8,"{'type': 'cp', 'value': -145}"
rnbqk2r/ppp2ppp/5n2/4B3/1bP5/2NQ4/P3PPPP/R3KBNR b KQkq - 2 8,"{'type': 'cp', 'value': -318}"
rnbqk2r/ppp2ppp/5n2/4B3/2P5/2bQ4/P3PPPP/R3KBNR w KQkq - 0 9,"{'type': 'cp', 'value': -43}"
rnbqk2r/ppp2ppp/5n2/4B3/2P5/2Q5/P3PPPP/R3KBNR b KQkq - 0 9,"{'type': 'cp', 'value': -53}"
rnbqk2r/ppp2ppp/8/4B3/2P1n3/2Q5/P3PPPP/R3KBNR w KQkq - 1 10,"{'type': 'cp', 'value': 1}"
rnbqk2r/ppp2ppp/8/4B3/2P1n3/7Q/P3PPPP/R3KBNR b KQkq - 2 10,"{'type': 'mate', 'value': -1}"
rnbqk2r/ppp2ppp/8/4B1n1/2P5/7Q/P3PPPP/R3KBNR w KQkq - 3 11,"{'type': 'cp', 'value': 30}"
rnbqk2r/ppp2ppp/8/4B1n1/2P5/Q7/P3PPPP/R3KBNR b KQkq - 4 11,"{'type': 'cp', 'value': 12}"
rnbqk2r/ppp2ppp/8/4B3/2P1n3/Q7/P3PPPP/R3KBNR w KQkq - 5 12,"{'type': 'cp', 'value': 112}"
rnbqk2r/ppp2pBp/8/8/2P1n3/Q7/P3PPPP/R3KBNR b KQkq - 0 12,"{'type': 'mate', 'value': -1}"
rnbqk1r1/ppp2pBp/8/8/2P1n3/Q7/P3PPPP/R3KBNR w KQq - 1 13,"{'type': 'cp', 'value': 120}"
rnbqk1r1/ppp2pBp/8/8/Q1P1n3/8/P3PPPP/R3KBNR b KQq - 2 13,"{'type': 'cp', 'value': -236}"
rn1qk1r1/pppb1pBp/8/8/Q1P1n3/8/P3PPPP/R3KBNR w KQq - 3 14,"{'type': 'cp', 'value': -223}"
rn1qk1r1/pppb1p1p/5B2/8/Q1P1n3/8/P3PPPP/R3KBNR b KQq - 4 14,"{'type': 'cp', 'value': -1005}"
rn2k1r1/pppb1p1p/5q2/8/Q1P1n3/8/P3PPPP/R3KBNR w KQq - 0 15,"{'type': 'cp', 'value': -1247}"
rn2k1r1/pppb1p1p/5q2/8/Q1P1n3/5N2/P3PPPP/R3KB1R b KQq - 1 15,"{'type': 'mate', 'value': -2}"
rn2k1r1/ppp2p1p/5q2/8/b1P1n3/5N2/P3PPPP/R3KB1R w KQq - 0 16,"{'type': 'mate', 'value': -4}"
rn2k1r1/ppp2p1p/5q2/8/b1P1n3/4PN2/P4PPP/R3KB1R b KQq - 0 16,"{'type': 'mate', 'value': -2}"
rn2k1r1/ppp2p1p/8/8/b1P1n3/4PN2/P4PPP/q3KB1R w Kq - 0 17,"{'type': 'mate', 'value': -1}"
rn2k1r1/ppp2p1p/8/8/b1P1n3/4PN2/P3KPPP/q4B1R b q - 1 17,"{'type': 'mate', 'value': -1}"
rn2k1r1/ppp2p1p/8/8/b1P1n3/4PN2/q3KPPP/5B1R w q - 0 18,"{'type': 'mate', 'value': -5}"
rn2k1r1/ppp2p1p/8/8/b1P1n3/3KPN2/q4PPP/5B1R b q - 1 18,"{'type': 'mate', 'value': -3}"
rn2k1r1/ppp2p1p/8/8/b1P5/3KPN2/q4nPP/5B1R w q - 0 19,"{'type': 'mate', 'value': -5}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 35}"
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 36}"
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"{'type': 'cp', 'value': 43}"
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,"{'type': 'cp', 'value': 47}"
rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"{'type': 'cp', 'value': 71}"
rnbqkbnr/ppp2ppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,"{'type': 'cp', 'value': 59}"
rnbqkbnr/ppp2ppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,"{'type': 'cp', 'value': 65}"
rnbqkbnr/ppp2p1p/3p2p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,"{'type': 'cp', 'value': 92}"
rnbqkbnr/ppp2p1p/3p2p1/8/2BNP3/8/PPP2PPP/RNBQK2R b KQkq - 1 5,"{'type': 'cp', 'value': 49}"
rnbqkb1r/ppp2p1p/3p1np1/8/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 2 6,"{'type': 'cp', 'value': 47}"
rnbqkb1r/ppp2p1p/3p1np1/6B1/2BNP3/8/PPP2PPP/RN1QK2R b KQkq - 3 6,"{'type': 'cp', 'value': 51}"
rnbqk2r/ppp2pbp/3p1np1/6B1/2BNP3/8/PPP2PPP/RN1QK2R w KQkq - 4 7,"{'type': 'cp', 'value': 36}"
rnbqk2r/ppp2pbp/3p1np1/6B1/2BNP3/8/PPP2PPP/RN1Q1RK1 b kq - 5 7,"{'type': 'cp', 'value': 34}"
rnbq1rk1/ppp2pbp/3p1np1/6B1/2BNP3/8/PPP2PPP/RN1Q1RK1 w - - 6 8,"{'type': 'cp', 'value': 29}"
rnbq1rk1/ppp2pbp/3p1np1/6B1/2BNP3/2N5/PPP2PPP/R2Q1RK1 b - - 7 8,"{'type': 'cp', 'value': 32}"
rnbq1rk1/ppp2pb1/3p1npp/6B1/2BNP3/2N5/PPP2PPP/R2Q1RK1 w - - 0 9,"{'type': 'cp', 'value': 32}"
rnbq1rk1/ppp2pb1/3p1Bpp/8/2BNP3/2N5/PPP2PPP/R2Q1RK1 b - - 0 9,"{'type': 'cp', 'value': -31}"
rnbq1rk1/ppp2p2/3p1bpp/8/2BNP3/2N5/PPP2PPP/R2Q1RK1 w - - 0 10,"{'type': 'cp', 'value': 28}"
rnbq1rk1/ppp2p2/3p1bpp/8/2BNP3/2N5/PPP2PPP/R2QR1K1 b - - 1 10,"{'type': 'cp', 'value': -25}"
rnbqr1k1/ppp2p2/3p1bpp/8/2BNP3/2N5/PPP2PPP/R2QR1K1 w - - 2 11,"{'type': 'cp', 'value': -1}"
rnbqr1k1/ppp2p2/3p1bpp/3N4/2BNP3/8/PPP2PPP/R2QR1K1 b - - 3 11,"{'type': 'cp', 'value': -39}"
rnbqr1k1/pp3p2/3p1bpp/2pN4/2BNP3/8/PPP2PPP/R2QR1K1 w - - 0 12,"{'type': 'cp', 'value': 354}"
rnbqr1k1/pp3p2/3p1bpp/2pN4/2B1P3/5N2/PPP2PPP/R2QR1K1 b - - 1 12,"{'type': 'cp', 'value': 0}"
rnbqr1k1/pp3p2/3p2pp/2pN4/2B1P3/5N2/PbP2PPP/R2QR1K1 w - - 0 13,"{'type': 'cp', 'value': 0}"
rnbqr1k1/pp3p2/3p2pp/2pN4/2B1P3/5N2/PbP2PPP/1R1QR1K1 b - - 1 13,"{'type': 'cp', 'value': 0}"
rnbqr1k1/pp3p2/3p1bpp/2pN4/2B1P3/5N2/P1P2PPP/1R1QR1K1 w - - 2 14,"{'type': 'cp', 'value': 247}"
rnbqr1k1/pp3p2/3p1Npp/2p5/2B1P3/5N2/P1P2PPP/1R1QR1K1 b - - 0 14,"{'type': 'cp', 'value': 227}"
